Part Number▲▼,Product Image,Rev. Voltage(V)▲▼,IF(AV)(A)▲▼,VFat IF(V at A)▲▼,IFSM(A)▲▼,IRM(mA)▲▼,TJmax.(°C)▲▼,Package (JEDEC®) Code▲▼,Circuit Configuration▲▼,AEC-Q101Qualified▲▼,Image path
SB5H90,Enlarge,90,5,0.70,200,,175,DO-201AD,Single,No,image/diodes/schottky/88722.png
SBL1040CT,Enlarge,40,2 x 5,0.55,175,,125,TO-220AB,Common cathode,Yes,image/diodes/schottky/88726.png
SBL10L25,Enlarge,25,10,0.35,240,,150,TO-220AC,Single,Yes,image/diodes/schottky/88723.png
SBL2030PT,Enlarge,30,20,0.55,250,,125,TO-3P (TO-247AD),Common cathode,No,image/diodes/schottky/88728.png
SBL2040PT,Enlarge,40,20,0.55,250,,125,TO-3P (TO-247AD),Common cathode,No,image/diodes/schottky/88728.png
SBL25L30CT,Enlarge,30,2 x 12.5,0.39,180,,150,TO-220AB,Common cathode,Yes,image/diodes/schottky/88731.png
SBL3030PT,Enlarge,30,30,0.55,275,,125,TO-3P (TO-247AD),Common cathode,No,image/diodes/schottky/88732.png
SBL3040PT,Enlarge,40,30,0.55,275,,125,TO-3P (TO-247AD),Common cathode,No,image/diodes/schottky/88732.png
SBL4030PT,Enlarge,30,40,0.50,400,,125,TO-3P (TO-247AD),Common cathode,No,image/diodes/schottky/88733.png
SBL4040PT,Enlarge,40,40,0.50,400,,125,TO-3P (TO-247AD),Common cathode,No,image/diodes/schottky/88733.png
SBLB1040CT,Enlarge,40,2 x 5,0.55,175,,125,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/88726.png
SBLB10L25,Enlarge,25,10,0.35,240,,150,D2PAK (TO-263AB),Single,Yes,image/diodes/schottky/88723.png
SBLB1640CT,Enlarge,40,2 x 8,0.55,250,,125,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/88727.png
SBLB25L30CT,Enlarge,30,2 x 12.5,0.39,180,,150,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/88731.png
SBLF10L25,Enlarge,25,10,0.35,240,,150,ITO-220AC,Single,Yes,image/diodes/schottky/88723.png
SBLF25L30CT,Enlarge,30,2 x 12.5,0.39,180,,150,ITO-220AB,Common cathode,Yes,image/diodes/schottky/88731.png
SD241P,Enlarge,45,30,0.47,400,,150,TO-3P (TO-247AD),Common cathode,No,image/diodes/schottky/88738.png
SGL41-xx,Enlarge,20,1,see datasheet,30,,see datasheet,GL41 (DO-213AB),Single,Yes,image/diodes/schottky/88548.png
SGL41-xx,Enlarge,30,1,see datasheet,30,,see datasheet,GL41 (DO-213AB),Single,Yes,image/diodes/schottky/88548.png
SGL41-xx,Enlarge,40,1,see datasheet,30,,see datasheet,GL41 (DO-213AB),Single,Yes,image/diodes/schottky/88548.png
SGL41-xx,Enlarge,50,1,see datasheet,30,,see datasheet,GL41 (DO-213AB),Single,Yes,image/diodes/schottky/88548.png
SGL41-xx,Enlarge,60,1,see datasheet,30,,see datasheet,GL41 (DO-213AB),Single,Yes,image/diodes/schottky/88548.png
SL02,Enlarge,20,1.1,0.385,40,,125,SMF (DO-219AB),Single,Yes,image/diodes/schottky/85687.png
SL02-M,Enlarge,20,1.1,0.385,40,,125,SMF (DO-219AB),Single,Yes,image/diodes/schottky/85190.png
SL03,Enlarge,30,1.1,0.43,40,,125,SMF (DO-219AB),Single,Yes,image/diodes/schottky/85687.png
SL03-M,Enlarge,30,1.1,0.43,40,,125,SMF (DO-219AB),Single,Yes,image/diodes/schottky/85190.png
SL04,Enlarge,40,1.1,0.47,40,,175,SMF (DO-219AB),Single,Yes,image/diodes/schottky/85942.png
SL04-M,Enlarge,40,1.1,0.47,40,,175,SMF (DO-219AB),Single,Yes,image/diodes/schottky/85941.png
SL12,Enlarge,20,1.5,0.34,50,,125,SMA (DO-214AC),Single,Yes,image/diodes/schottky/88740.png
SL12-M3,Enlarge,20,1.5,0.34,50,,125,SMA (DO-214AC),Single,No,image/diodes/schottky/89408.png
SL13,Enlarge,30,1.5,0.34,50,,125,SMA (DO-214AC),Single,Yes,image/diodes/schottky/88740.png
SL13-M3,Enlarge,30,1.5,0.34,50,,125,SMA (DO-214AC),Single,No,image/diodes/schottky/89408.png
SL22,Enlarge,20,2,0.32,100,,125,SMB (DO-214AA),Single,Yes,image/diodes/schottky/88741.png
SL23,Enlarge,30,2,0.32,100,,125,SMB (DO-214AA),Single,Yes,image/diodes/schottky/88741.png
SL42,Enlarge,20,4,see datasheet,150,,125,SMC (DO-214AB),Single,Yes,image/diodes/schottky/88742.png
SL43,Enlarge,30,4,see datasheet,150,,125,SMC (DO-214AB),Single,Yes,image/diodes/schottky/88742.png
SL44,Enlarge,40,4,see datasheet,150,,125,SMC (DO-214AB),Single,Yes,image/diodes/schottky/88742.png
SS10P2CL,Enlarge,20,2 x 5.0,0.338,200,,150,SMPC (TO-277A),Common cathode,Yes,image/diodes/schottky/89036.png
SS10P3,Enlarge,30,10,0.41,280,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/88983.png
SS10P3C,Enlarge,30,2 x 5.0,0.37,200,,150,SMPC (TO-277A),Common cathode,Yes,image/diodes/schottky/89035.png
SS10P3CL,Enlarge,30,2 x 5.0,0.338,200,,150,SMPC (TO-277A),Common cathode,Yes,image/diodes/schottky/89036.png
SS10P4,Enlarge,40,10,0.41,280,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/88983.png
SS10P4C,Enlarge,40,2 x 5.0,0.37,200,,150,SMPC (TO-277A),Common cathode,Yes,image/diodes/schottky/89035.png
SS10P5,Enlarge,50,10,0.55,280,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/89043.png
SS10P6,Enlarge,60,10,0.55,280,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/89043.png
SS10PH10,Enlarge,100,10,0.661,200,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/89000.png
SS10PH45,Enlarge,45,10,0.56,200,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/89057.png
SS10PH9,Enlarge,90,10,0.661,200,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/89000.png
SS12,Enlarge,20,1,see datasheet,40,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/88746.png
SS12P2L,Enlarge,20,12,0.38,280,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/89002.png
SS12P3L,Enlarge,30,12,0.38,280,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/89002.png
SS12P4C,Enlarge,40,2 x 6.0,0.40,150,,125,SMPC (TO-277A),Common cathode,Yes,image/diodes/schottky/89141.png
SS12P4S,Enlarge,40,12,0.43,280,,150,SMPC (TO-277A),Single,No,image/diodes/schottky/89127.png
SS13,Enlarge,30,1,see datasheet,40,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/88746.png
SS14,Enlarge,40,1,see datasheet,40,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/88746.png
SS15,Enlarge,50,1,see datasheet,40,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/88746.png
SS15P3S,Enlarge,30,15,0.42,280,,150,SMPC (TO-277A),Single,No,image/diodes/schottky/89128.png
SS16,Enlarge,60,1,see datasheet,40,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/88746.png
SS1F4,Enlarge,40,1,0.37,40,,150,SMF (DO-219AB),Single,Yes,image/diodes/schottky/87729.png
SS1FH10,Enlarge,100,1,0.57,40,,175,SMF (DO-219AB),Single,Yes,image/diodes/schottky/87613.png
SS1FH6,Enlarge,60,1,0.56,40,,175,SMF (DO-219AB),Single,Yes,image/diodes/schottky/87730.png
SS1FL3,Enlarge,30,1,0.31,40,,150,SMF (DO-219AB),Single,Yes,image/diodes/schottky/87614.png
SS1FL4,Enlarge,40,1,0.34,40,,150,SMF (DO-219AB),Single,Yes,image/diodes/schottky/87616.png
SS1FN6,Enlarge,60,1,0.38,40,,150,SMF (DO-219AB),Single,Yes,image/diodes/schottky/87522.png
SS1H10,Enlarge,100,1,0.62,50,,175,SMA (DO-214AC),Single,Yes,image/diodes/schottky/88747.png
SS1H9,Enlarge,90,1,0.62,50,,175,SMA (DO-214AC),Single,Yes,image/diodes/schottky/88747.png
SS1N42,Enlarge,40,1,0.34,30,,150,DFN3820A,Single,Yes,image/diodes/schottky/98545.png
SS1P3,Enlarge,30,1,see datasheet,30,,150,SMP (DO-220AA),Single,No,image/diodes/schottky/88935.png
SS1P3L,Enlarge,30,1,see datasheet,50,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/88915.png
SS1P4,Enlarge,40,1,see datasheet,30,,150,SMP (DO-220AA),Single,No,image/diodes/schottky/88935.png
SS1P4L,Enlarge,40,1,see datasheet,50,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/88915.png
SS1P5L,Enlarge,50,1,0.43,50,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/89063.png
SS1P6L,Enlarge,60,1,0.43,50,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/89063.png
SS210,Enlarge,100,1.5,0.71,75,,150,SMB (DO-214AA),Single,Yes,image/diodes/schottky/88749.png
SS210,Enlarge,100,1.5,0.71,75,,150,SMB (DO-214AA),Single,No,image/diodes/schottky/89444.png
SS22,Enlarge,20,2,see datasheet,75,,150,SMB (DO-214AA),Single,Yes,image/diodes/schottky/88748.png
SS22S,Enlarge,20,2,0.517,40,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/89008.png
SS22S-M3,Enlarge,20,2,0.517,40,,150,SMA (DO-214AC),Single,No,image/diodes/schottky/89407.png
SS23,Enlarge,30,2,see datasheet,75,,150,SMB (DO-214AA),Single,Yes,image/diodes/schottky/88748.png
SS23S,Enlarge,30,2,0.517,40,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/89008.png
SS23S-M3,Enlarge,30,2,0.517,40,,150,SMA (DO-214AC),Single,No,image/diodes/schottky/89407.png
SS24,Enlarge,40,2,see datasheet,75,,150,SMB (DO-214AA),Single,Yes,image/diodes/schottky/88748.png
SS24S,Enlarge,40,2,0.517,40,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/89008.png
SS24S-M3,Enlarge,40,2,0.517,40,,150,SMA (DO-214AC),Single,No,image/diodes/schottky/89407.png
SS25,Enlarge,50,2,see datasheet,75,,150,SMB (DO-214AA),Single,Yes,image/diodes/schottky/88748.png
SS25S,Enlarge,50,2,0.53,40,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/89055.png
SS25S-M3,Enlarge,50,2,0.53,40,,150,SMA (DO-214AC),Single,No,image/diodes/schottky/89410.png
SS26,Enlarge,60,2,see datasheet,75,,150,SMB (DO-214AA),Single,Yes,image/diodes/schottky/88748.png
SS26S,Enlarge,60,2,0.53,40,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/89055.png
SS26S-M3,Enlarge,60,2,0.53,40,,150,SMA (DO-214AC),Single,No,image/diodes/schottky/89410.png
SS29,Enlarge,90,1.5,0.71,75,,150,SMB (DO-214AA),Single,Yes,image/diodes/schottky/88749.png
SS29,Enlarge,90,1.5,0.71,75,,150,SMB (DO-214AA),Single,No,image/diodes/schottky/89444.png
SS2FH10,Enlarge,100,2,0.63,50,,175,SMF (DO-219AB),Single,Yes,image/diodes/schottky/87749.png
SS2FH6,Enlarge,60,2,0.64,40,,175,SMF (DO-219AB),Single,Yes,image/diodes/schottky/87731.png
SS2FL3,Enlarge,30,2,0.37,50,,150,SMF (DO-219AB),Single,Yes,image/diodes/schottky/87615.png
SS2FL4,Enlarge,40,2,0.43,50,,150,SMF (DO-219AB),Single,Yes,image/diodes/schottky/87617.png
SS2FN6,Enlarge,60,2,0.48,50,,150,SMF (DO-219AB),Single,Yes,image/diodes/schottky/87523.png
SS2H10,Enlarge,100,2,0.65,75,,175,SMB (DO-214AA),Single,Yes,image/diodes/schottky/88750.png
SS2H9,Enlarge,90,2,0.65,75,,175,SMB (DO-214AA),Single,Yes,image/diodes/schottky/88750.png
SS2N42,Enlarge,40,2,0.34,50,,150,DFN3820A,Single,Yes,image/diodes/schottky/98546.png
SS2P2,Enlarge,20,2,0.50,50,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/88910.png
SS2P2L,Enlarge,20,2,0.45,50,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/88916.png
SS2P3,Enlarge,30,2,0.50,50,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/88910.png
SS2P3L,Enlarge,30,2,0.45,50,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/88916.png
SS2P4,Enlarge,40,2,0.50,50,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/88910.png
SS2P5,Enlarge,50,2,0.54,50,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/88943.png
SS2P6,Enlarge,60,2,0.54,50,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/88943.png
SS2PH10,Enlarge,100,2,0.62,50,,175,SMP (DO-220AA),Single,Yes,image/diodes/schottky/84682.png
SS2PH5,Enlarge,50,2,0.59,50,,175,SMP (DO-220AA),Single,Yes,image/diodes/schottky/87741.png
SS2PH6,Enlarge,60,2,0.59,50,,175,SMP (DO-220AA),Single,Yes,image/diodes/schottky/87741.png
SS2PH9,Enlarge,90,2,0.62,50,,175,SMP (DO-220AA),Single,Yes,image/diodes/schottky/84682.png
SS32,Enlarge,20,3,see datasheet,100,,150,SMC (DO-214AB),Single,Yes,image/diodes/schottky/88751.png
SS33,Enlarge,30,3,see datasheet,100,,150,SMC (DO-214AB),Single,Yes,image/diodes/schottky/88751.png
SS34,Enlarge,40,3,see datasheet,100,,150,SMC (DO-214AB),Single,Yes,image/diodes/schottky/88751.png
SS35,Enlarge,50,3,see datasheet,100,,150,SMC (DO-214AB),Single,Yes,image/diodes/schottky/88751.png
SS36,Enlarge,60,3,see datasheet,100,,150,SMC (DO-214AB),Single,Yes,image/diodes/schottky/88751.png
SS3H10,Enlarge,100,3,0.65,100,,175,SMC (DO-214AB),Single,Yes,image/diodes/schottky/88752.png
SS3H10-M3,Enlarge,100,3,0.65,100,,175,SMC (DO-214AB),Single,No,image/diodes/schottky/89497.png
SS3H9,Enlarge,90,3,0.65,100,,175,SMC (DO-214AB),Single,Yes,image/diodes/schottky/88752.png
SS3H9-M3,Enlarge,90,3,0.65,100,,175,SMC (DO-214AB),Single,No,image/diodes/schottky/89497.png
SS3N42,Enlarge,40,3,0.30,110,,150,DFN3820A,Single,Yes,image/diodes/schottky/98547.png
SS3P3,Enlarge,30,3,0.43,50,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/88944.png
SS3P3L,Enlarge,30,3,0.335,150,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/88986.png
SS3P4,Enlarge,40,3,0.50,50,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/88954.png
SS3P4L,Enlarge,40,3,0.335,150,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/88986.png
SS3P5,Enlarge,50,3,0.61,45,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/88997.png
SS3P5L,Enlarge,50,3,0.478,150,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/88987.png
SS3P6,Enlarge,60,3,0.61,45,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/88997.png
SS3P6L,Enlarge,60,3,0.478,150,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/88987.png
SS5N42,Enlarge,40,5,0.33,140,,150,DFN3820A,Single,Yes,image/diodes/schottky/98548.png
SS5P10,Enlarge,100,5,0.649,150,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/88984.png
SS5P3,Enlarge,30,5,0.403,150,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/88982.png
SS5P4,Enlarge,40,5,0.403,150,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/88982.png
SS5P5,Enlarge,50,5,0.560,150,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/88988.png
SS5P6,Enlarge,60,5,0.560,150,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/88988.png
SS5P9,Enlarge,90,5,0.649,150,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/88984.png
SS6P4C,Enlarge,40,2 x 3.0,0.53,70,,150,SMPC (TO-277A),Common cathode,Yes,image/diodes/schottky/89114.png
SS8P2CL,Enlarge,20,2 x 4.0,0.41,120,,150,SMPC (TO-277A),Common cathode,Yes,image/diodes/schottky/89030.png
SS8P2L,Enlarge,20,8,0.472,150,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/89001.png
SS8P3C,Enlarge,30,2 x 4.0,0.42,120,,150,SMPC (TO-277A),Common cathode,Yes,image/diodes/schottky/89029.png
SS8P3CL,Enlarge,30,2 x 4.0,0.41,120,,150,SMPC (TO-277A),Common cathode,Yes,image/diodes/schottky/89030.png
SS8P3L,Enlarge,30,8,0.472,150,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/89001.png
SS8P4C,Enlarge,40,2 x 4.0,0.42,120,,150,SMPC (TO-277A),Common cathode,Yes,image/diodes/schottky/89029.png
SS8P5C,Enlarge,50,2 x 4.0,0.56,120,,150,SMPC (TO-277A),Common cathode,Yes,image/diodes/schottky/89028.png
SS8P6C,Enlarge,60,2 x 4.0,0.56,120,,150,SMPC (TO-277A),Common cathode,Yes,image/diodes/schottky/89028.png
SS8PH10,Enlarge,100,8,0.720,150,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/88989.png
SS8PH9,Enlarge,90,8,0.720,150,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/88989.png
SSA23L,Enlarge,30,2,see datasheet,60,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/88882.png
SSA23L,Enlarge,30,2,see datasheet,60,,150,SMA (DO-214AC),Single,No,image/diodes/schottky/89280.png
SSA24,Enlarge,40,2,see datasheet,60,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/88882.png
SSA24,Enlarge,40,2,see datasheet,60,,150,SMA (DO-214AC),Single,No,image/diodes/schottky/89280.png
SSA33L,Enlarge,30,3,see datasheet,75,,150,SMA (DO-214AC),Single,No,image/diodes/schottky/89281.png
SSA33L,Enlarge,30,3,see datasheet,75,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/88883.png
SSA34,Enlarge,40,3,see datasheet,75,,150,SMA (DO-214AC),Single,No,image/diodes/schottky/89281.png
SSA34,Enlarge,40,3,see datasheet,75,,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/88883.png
SSB43L,Enlarge,30,4,see datasheet,100,,150,SMB (DO-214AA),Single,Yes,image/diodes/schottky/88884.png
SSB44,Enlarge,40,4,see datasheet,100,,150,SMB (DO-214AA),Single,Yes,image/diodes/schottky/88884.png
SSC53L,Enlarge,30,5,see datasheet,175,,150,SMC (DO-214AB),Single,Yes,image/diodes/schottky/88885.png
SSC53L-M3,Enlarge,30,5,see datasheet,175,,150,SMC (DO-214AB),Single,No,image/diodes/schottky/89499.png
SSC54,Enlarge,40,5,see datasheet,175,,150,SMC (DO-214AB),Single,Yes,image/diodes/schottky/88885.png
SSC54-M3,Enlarge,40,5,see datasheet,175,,150,SMC (DO-214AB),Single,No,image/diodes/schottky/89499.png
"V10150C, VI10150C",Enlarge,,,,,,,,,,image/diodes/schottky/89154.png
V10150C-E3,Enlarge,150,2 x 5.0,0.69,60,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89068.png
V10150S,Enlarge,150,10,0.69,120,,150,TO-220AB,Single,No,image/diodes/schottky/89246.png
V10150S-E3,Enlarge,150,10,0.69,120,,150,TO-220AB,Single,No,image/diodes/schottky/89058.png
V10170C-M3,Enlarge,170,2 x 5,0.65,80,,175,TO-220AB,Common cathode,No,image/diodes/schottky/89940.png
V10D100C,Enlarge,100,2 x 5.0,0.60,100,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/89998.png
V10D103C,Enlarge,100,2 x 5,0.57,70,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/98475.png
V10D120C,Enlarge,120,2 x 5.0,0.64,100,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/89999.png
V10D170C,Enlarge,170,2 x 5.0,0.67,100,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87450.png
V10D202C,Enlarge,200,2 x 5.0,0.67,100,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87746.png
V10D45C,Enlarge,45,2 x 5.0,0.41,100,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/89992.png
V10D60C,Enlarge,60,2 x 5.0,0.50,100,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/89993.png
V10DL63C,Enlarge,60,2 x 5,0.48,100,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/98243.png
V10DM100C,Enlarge,100,2 x 5,0.62,80,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87574.png
V10DM103C,Enlarge,100,2 x 5,0.58,70,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/98477.png
V10DM150C,Enlarge,150,2 x 5,0.68,80,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87571.png
V10DM153C,Enlarge,150,2 x 5,0.63,80,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87186.png
V10DM45C,Enlarge,45,2 x 5,0.46,80,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87584.png
V10DM60C,Enlarge,60,2 x 5,0.52,80,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87579.png
V10DM63C,Enlarge,60,2 x 5,0.54,100,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/98244.png
V10K100C,Enlarge,100,2 x 5,0.55,100,,150,FlatPAK 5 x 6,Common cathode,Yes,image/diodes/schottky/87478.png
V10K100DU,Enlarge,100,2 x 5,0.59,100,,150,FlatPAK 5 x 6,Separated cathode,Yes,image/diodes/schottky/87421.png
V10K120C,Enlarge,120,2 x 5,0.59,100,,150,FlatPAK 5 x 6,Common cathode,Yes,image/diodes/schottky/87479.png
V10K150C,Enlarge,150,2 x 5,0.63,100,,150,FlatPAK 5 x 6,Common cathode,Yes,image/diodes/schottky/87480.png
V10K170C,Enlarge,170,2 x 5,0.66,90,,150,FlatPAK 5 x 6,Common cathode,Yes,image/diodes/schottky/98152.png
V10K202C,Enlarge,200,2 x 5,0.66,90,,150,FlatPAK 5 x 6,Common cathode,Yes,image/diodes/schottky/98153.png
V10K202DU,Enlarge,200,2 x 5,0.68,80,,150,FlatPAK 5 x 6,Separated cathode,Yes,image/diodes/schottky/98151.png
V10K60C,Enlarge,60,2 x 5,0.44,100,,150,FlatPAK 5 x 6,Common cathode,Yes,image/diodes/schottky/87477.png
V10K60DU,Enlarge,60,2 x 5,0.48,100,,150,FlatPAK 5 x 6,Separated cathode,Yes,image/diodes/schottky/87420.png
V10KL45C,Enlarge,45,2 x 5,0.35,100,,150,FlatPAK 5 x 6,Common cathode,Yes,image/diodes/schottky/87476.png
V10KL45DU,Enlarge,45,2 x 5,0.39,100,,150,FlatPAK 5 x 6,Separated cathode,Yes,image/diodes/schottky/87422.png
V10KM100C,Enlarge,100,2 x 5,0.56,100,,175,FlatPAK 5 x 6,Common cathode,Yes,image/diodes/schottky/87491.png
V10KM120C,Enlarge,120,2 x 5,0.6,100,,175,FlatPAK 5 x 6,Common cathode,Yes,image/diodes/schottky/87492.png
V10KM120DU,Enlarge,120,2 x 5,0.62,100,,175,FlatPAK 5 x 6,Separated cathode,Yes,image/diodes/schottky/87537.png
V10KM150C,Enlarge,150,2 x 5,0.63,100,,175,FlatPAK 5 x 6,Common cathode,Yes,image/diodes/schottky/87493.png
V10KM45C,Enlarge,45,2 x 5,0.42,100,,175,FlatPAK 5 x 6,Common cathode,Yes,image/diodes/schottky/87489.png
V10KM45DU,Enlarge,45,2 x 5,0.44,100,,175,FlatPAK 5 x 6,Separated cathode,Yes,image/diodes/schottky/87423.png
V10KM60C,Enlarge,60,2 x 5,0.47,100,,175,FlatPAK 5 x 6,Common cathode,Yes,image/diodes/schottky/87490.png
V10P10,Enlarge,100,10,0.574,180,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/89006.png
V10P103,Enlarge,100,10,0.53,180,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/98455.png
V10P12,Enlarge,120,10,0.62,160,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/89171.png
V10P15,Enlarge,150,10,0.66,180,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87621.png
V10P20,Enlarge,200,10,0.67,180,,150,SMPC (TO-277A),Single,No,image/diodes/schottky/89316.png
V10P22,Enlarge,200,10,0.68,180,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87002.png
V10P22C,Enlarge,200,2 x 5.0,0.69,90,,175,SMPC (TO-277A),Common cathode,Yes,image/diodes/schottky/98170.png
V10P45,Enlarge,45,10,0.41,180,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/89340.png
V10P45S-M3,Enlarge,45,10,0.41,180,,150,SMPC (TO-277A),Single,No,image/diodes/schottky/89341.png
V10P6,Enlarge,60,10,0.44,180,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87711.png
V10P8,Enlarge,80,10,0.56,180,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87712.png
V10PL45-M3,Enlarge,45,10,0.35,200,,150,SMPC (TO-277A),Single,No,image/diodes/schottky/89479.png
V10PL63,Enlarge,60,10,0.47,180,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/98225.png
V10PM10,Enlarge,100,10,0.61,180,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87628.png
V10PM103,Enlarge,100,10,0.54,180,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/98451.png
V10PM12,Enlarge,120,10,0.63,160,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/89937.png
V10PM15,Enlarge,150,10,0.66,180,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87432.png
V10PM153,Enlarge,150,10,0.61,180,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87204.png
V10PM45,Enlarge,45,10,0.46,180,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87433.png
V10PM6,Enlarge,60,10,0.52,180,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87431.png
V10PM63,Enlarge,60,10,0.52,180,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87026.png
V10PN50-M3,Enlarge,50,10,0.40,180,,150,SMPC (TO-277A),Single,No,image/diodes/schottky/89965.png
V10PW10,Enlarge,100,10,0.58,180,,150,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/98183.png
V10PW10C,Enlarge,100,2 x 5,0.6,80,,150,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/98206.png
V10PW12,Enlarge,120,10,0.61,180,,150,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/98187.png
V10PW12C,Enlarge,120,2 x 5,0.62,80,,150,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/98207.png
V10PW60,Enlarge,60,10,0.45,180,,150,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/98179.png
V10PW60C,Enlarge,60,2 x 5,0.48,80,,150,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/98208.png
