Series;Product Image;Type;SMD Size Class;Height;Inductance;DC;Saturation Current;Impedance;DCR MAX.;Operating temperature;Image path;Path to the PDF;Path to the ZIP
LPT-3535;Enlarge;Transformers;3535.0;;1 µH;6.45 A;;;1.463;-40 to +125;image\small_inductors\34068.png;Datasheet\LPT-3535\LPT-3535.pdf;None
LPT-3535;Enlarge;Transformers;3535.0;;1 µH;6.45 A;;;0.064;-40 to +125;image\small_inductors\34068.png;Datasheet\LPT-3535\LPT-3535.pdf;None
LPT-3535;Enlarge;Transformers;3535.0;;1 µH;6.45 A;;;0.775;-40 to +125;image\small_inductors\34068.png;Datasheet\LPT-3535\LPT-3535.pdf;None
LPT-3535;Enlarge;Transformers;3535.0;;1 µH;6.45 A;;;0.023;-40 to +125;image\small_inductors\34068.png;Datasheet\LPT-3535\LPT-3535.pdf;None
LPT-3535;Enlarge;Transformers;3535.0;;1 µH;6.45 A;;;0.424;-40 to +125;image\small_inductors\34068.png;Datasheet\LPT-3535\LPT-3535.pdf;None
LPT-3535;Enlarge;Transformers;3535.0;;1 µH;6.45 A;;;0.013;-40 to +125;image\small_inductors\34068.png;Datasheet\LPT-3535\LPT-3535.pdf;None
LPT-3535;Enlarge;Transformers;3535.0;;1 µH;6.45 A;;;0.182;-40 to +125;image\small_inductors\34068.png;Datasheet\LPT-3535\LPT-3535.pdf;None
LPT-3535;Enlarge;Transformers;3535.0;;1 µH;6.45 A;;;0.009;-40 to +125;image\small_inductors\34068.png;Datasheet\LPT-3535\LPT-3535.pdf;None
LPT-3535;Enlarge;Transformers;3535.0;;1 µH;6.45 A;;;0.103;-40 to +125;image\small_inductors\34068.png;Datasheet\LPT-3535\LPT-3535.pdf;None
LPT-3535;Enlarge;Transformers;3535.0;;1 µH;6.45 A;;;1.279;-40 to +125;image\small_inductors\34068.png;Datasheet\LPT-3535\LPT-3535.pdf;None
LPT-3535;Enlarge;Transformers;3535.0;;1 µH;6.45 A;;;0.055;-40 to +125;image\small_inductors\34068.png;Datasheet\LPT-3535\LPT-3535.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.076;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.509;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.048;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.012;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.195;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.004;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.788;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.022;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.119;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.706;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.019;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.219;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.831;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.034;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.302;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.006;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.033;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.18;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.005;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.029;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.068;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.34;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;1.194;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.049;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.491;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.007;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.054;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.342;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.009;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.038;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.107;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.003;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.551;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.008;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.084;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.67;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
LPT-4545;Enlarge;Transformers;4545.0;;1 µH;7.54 A;;;0.011;-40 to +125;image\small_inductors\34069.png;Datasheet\LPT-4545\LPT-4545.pdf;None
RFLW 3N;Enlarge;;;;3 nH;;;;0.6;-55 to +125;image\small_inductors\61057.png;Datasheet\RFLW 3N\RFLW 3N.pdf;None
RFLW 3N;Enlarge;;;;3 nH;;;;2.5;-55 to +125;image\small_inductors\61057.png;Datasheet\RFLW 3N\RFLW 3N.pdf;None
RFLW 3N;Enlarge;;;;3 nH;;;;1.0;-55 to +125;image\small_inductors\61057.png;Datasheet\RFLW 3N\RFLW 3N.pdf;None
RFLW 3N;Enlarge;;;;3 nH;;;;1.2;-55 to +125;image\small_inductors\61057.png;Datasheet\RFLW 3N\RFLW 3N.pdf;None
RFLW 3N;Enlarge;;;;3 nH;;;;0.3;-55 to +125;image\small_inductors\61057.png;Datasheet\RFLW 3N\RFLW 3N.pdf;None
RFLW 3N;Enlarge;;;;3 nH;;;;1.6;-55 to +125;image\small_inductors\61057.png;Datasheet\RFLW 3N\RFLW 3N.pdf;None
RFLW 5N;Enlarge;;;;18 nH;;;;3.6;-55 to +125;image\small_inductors\61087.png;Datasheet\RFLW 5N\RFLW 5N.pdf;None
RFLW 5N;Enlarge;;;;18 nH;;;;9.3;-55 to +125;image\small_inductors\61087.png;Datasheet\RFLW 5N\RFLW 5N.pdf;None
RFLW 5N;Enlarge;;;;18 nH;;;;4.5;-55 to +125;image\small_inductors\61087.png;Datasheet\RFLW 5N\RFLW 5N.pdf;None
RFLW 5N;Enlarge;;;;18 nH;;;;1.0;-55 to +125;image\small_inductors\61087.png;Datasheet\RFLW 5N\RFLW 5N.pdf;None
RFLW 5N;Enlarge;;;;18 nH;;;;5.4;-55 to +125;image\small_inductors\61087.png;Datasheet\RFLW 5N\RFLW 5N.pdf;None
RFLW 5N;Enlarge;;;;18 nH;;;;3.3;-55 to +125;image\small_inductors\61087.png;Datasheet\RFLW 5N\RFLW 5N.pdf;None
RFLW 5N;Enlarge;;;;18 nH;;;;7.7;-55 to +125;image\small_inductors\61087.png;Datasheet\RFLW 5N\RFLW 5N.pdf;None
SGIHLP-24DC-8;Enlarge;Power Inductors;;;10 µH;2.8 A;1.6;;0.138;-55 to +180;image\small_inductors\34464.png;Datasheet\SGIHLP-24DC-8\SGIHLP-24DC-8.pdf;None
SGIHLP-24DC-8;Enlarge;Power Inductors;;;680 nH;11.3 A;8.2;;0.00993;-55 to +180;image\small_inductors\34464.png;Datasheet\SGIHLP-24DC-8\SGIHLP-24DC-8.pdf;None
SGIHLP-24DC-8;Enlarge;Power Inductors;;;3.3 µH;5.3 A;5.5;;0.047;-55 to +180;image\small_inductors\34464.png;Datasheet\SGIHLP-24DC-8\SGIHLP-24DC-8.pdf;None
SGIHLP-24DC-8;Enlarge;Power Inductors;;;220 nH;18 A;11;;0.00441;-55 to +180;image\small_inductors\34464.png;Datasheet\SGIHLP-24DC-8\SGIHLP-24DC-8.pdf;None
SGIHLP-24DC-8;Enlarge;Power Inductors;;;15 µH;2.4 A;1.6;;0.208;-55 to +180;image\small_inductors\34464.png;Datasheet\SGIHLP-24DC-8\SGIHLP-24DC-8.pdf;None
SGIHLP-24DC-8;Enlarge;Power Inductors;;;1 µH;10.8 A;8;;0.01229;-55 to +180;image\small_inductors\34464.png;Datasheet\SGIHLP-24DC-8\SGIHLP-24DC-8.pdf;None
SGIHLP-24DC-8;Enlarge;Power Inductors;;;4.7 µH;4.1 A;3.7;;0.0783;-55 to +180;image\small_inductors\34464.png;Datasheet\SGIHLP-24DC-8\SGIHLP-24DC-8.pdf;None
SGIHLP-24DC-8;Enlarge;Power Inductors;;;330 nH;16 A;9.8;;0.00553;-55 to +180;image\small_inductors\34464.png;Datasheet\SGIHLP-24DC-8\SGIHLP-24DC-8.pdf;None
SGIHLP-24DC-8;Enlarge;Power Inductors;;;1.5 µH;7.9 A;7.1;;0.0198;-55 to +180;image\small_inductors\34464.png;Datasheet\SGIHLP-24DC-8\SGIHLP-24DC-8.pdf;None
SGIHLP-24DC-8;Enlarge;Power Inductors;;;6.8 µH;3.2 A;2.2;;0.111;-55 to +180;image\small_inductors\34464.png;Datasheet\SGIHLP-24DC-8\SGIHLP-24DC-8.pdf;None
SGIHLP-24DC-8;Enlarge;Power Inductors;;;470 nH;14.5 A;8.7;;0.00663;-55 to +180;image\small_inductors\34464.png;Datasheet\SGIHLP-24DC-8\SGIHLP-24DC-8.pdf;None
SGIHLP-24DC-8;Enlarge;Power Inductors;;;2.2 µH;6.6 A;6.3;;0.026;-55 to +180;image\small_inductors\34464.png;Datasheet\SGIHLP-24DC-8\SGIHLP-24DC-8.pdf;None
SGIHLP-34EB-8;Enlarge;Power Inductors;;;22 µH;2.8 A;2.2;;0.17411;-55 to +180;image\small_inductors\34478.png;Datasheet\SGIHLP-34EB-8\SGIHLP-34EB-8.pdf;None
SGIHLP-34EB-8;Enlarge;Power Inductors;;;2.2 µH;8.1 A;10.8;;0.01841;-55 to +180;image\small_inductors\34478.png;Datasheet\SGIHLP-34EB-8\SGIHLP-34EB-8.pdf;None
SGIHLP-34EB-8;Enlarge;Power Inductors;;;6.8 µH;4.4 A;4.4;;0.05772;-55 to +180;image\small_inductors\34478.png;Datasheet\SGIHLP-34EB-8\SGIHLP-34EB-8.pdf;None
SGIHLP-34EB-8;Enlarge;Power Inductors;;;820 nH;13.8 A;16.8;;0.00733;-55 to +180;image\small_inductors\34478.png;Datasheet\SGIHLP-34EB-8\SGIHLP-34EB-8.pdf;None
SGIHLP-34EB-8;Enlarge;Power Inductors;;;3.3 µH;6.8 A;8.3;;0.02851;-55 to +180;image\small_inductors\34478.png;Datasheet\SGIHLP-34EB-8\SGIHLP-34EB-8.pdf;None
SGIHLP-34EB-8;Enlarge;Power Inductors;;;100 nH;33 A;33.0;;0.00171;-55 to +180;image\small_inductors\34478.png;Datasheet\SGIHLP-34EB-8\SGIHLP-34EB-8.pdf;None
SGIHLP-34EB-8;Enlarge;Power Inductors;;;10 µH;4 A;2.9;;0.07702;-55 to +180;image\small_inductors\34478.png;Datasheet\SGIHLP-34EB-8\SGIHLP-34EB-8.pdf;None
SGIHLP-34EB-8;Enlarge;Power Inductors;;;1 µH;12 A;13.0;;0.00856;-55 to +180;image\small_inductors\34478.png;Datasheet\SGIHLP-34EB-8\SGIHLP-34EB-8.pdf;None
SGIHLP-34EB-8;Enlarge;Power Inductors;;;4.7 µH;5.6 A;5.6;;0.03851;-55 to +180;image\small_inductors\34478.png;Datasheet\SGIHLP-34EB-8\SGIHLP-34EB-8.pdf;None
SGIHLP-34EB-8;Enlarge;Power Inductors;;;470 nH;20 A;14.0;;0.00425;-55 to +180;image\small_inductors\34478.png;Datasheet\SGIHLP-34EB-8\SGIHLP-34EB-8.pdf;None
SGIHLP-34EB-8;Enlarge;Power Inductors;;;15 µH;2.9 A;2.8;;0.12762;-55 to +180;image\small_inductors\34478.png;Datasheet\SGIHLP-34EB-8\SGIHLP-34EB-8.pdf;None
SGIHLP-34EB-8;Enlarge;Power Inductors;;;1.5 µH;10.6 A;11.6;;0.01331;-55 to +180;image\small_inductors\34478.png;Datasheet\SGIHLP-34EB-8\SGIHLP-34EB-8.pdf;None
SGIHLP-34EB-8;Enlarge;Power Inductors;;;5.6 µH;5.3 A;4.8;;0.04572;-55 to +180;image\small_inductors\34478.png;Datasheet\SGIHLP-34EB-8\SGIHLP-34EB-8.pdf;None
SGIHLP-34EB-8;Enlarge;Power Inductors;;;680 nH;16.5 A;17.0;;0.00587;-55 to +180;image\small_inductors\34478.png;Datasheet\SGIHLP-34EB-8\SGIHLP-34EB-8.pdf;None
SGIHLP-41FA-8;Enlarge;Power Inductors;;;1.5 µH;15.5 A;14.0;;0.00732;-55 to +180;image\small_inductors\34479.png;Datasheet\SGIHLP-41FA-8\SGIHLP-41FA-8.pdf;None
SGIHLP-41FA-8;Enlarge;Power Inductors;;;5.6 µH;6.9 A;9.0;;0.03174;-55 to +180;image\small_inductors\34479.png;Datasheet\SGIHLP-41FA-8\SGIHLP-41FA-8.pdf;None
SGIHLP-41FA-8;Enlarge;Power Inductors;;;680 nH;21.5 A;16.2;;0.0036;-55 to +180;image\small_inductors\34479.png;Datasheet\SGIHLP-41FA-8\SGIHLP-41FA-8.pdf;None
SGIHLP-41FA-8;Enlarge;Power Inductors;;;33 µH;3.1 A;3.2;;0.1595;-55 to +180;image\small_inductors\34479.png;Datasheet\SGIHLP-41FA-8\SGIHLP-41FA-8.pdf;None
SGIHLP-41FA-8;Enlarge;Power Inductors;;;2.2 µH;11.5 A;14.0;;0.01257;-55 to +180;image\small_inductors\34479.png;Datasheet\SGIHLP-41FA-8\SGIHLP-41FA-8.pdf;None
SGIHLP-41FA-8;Enlarge;Power Inductors;;;10 µH;5.1 A;5.2;;0.05357;-55 to +180;image\small_inductors\34479.png;Datasheet\SGIHLP-41FA-8\SGIHLP-41FA-8.pdf;None
SGIHLP-41FA-8;Enlarge;Power Inductors;;;820 nH;20 A;16.0;;0.00407;-55 to +180;image\small_inductors\34479.png;Datasheet\SGIHLP-41FA-8\SGIHLP-41FA-8.pdf;None
SGIHLP-41FA-8;Enlarge;Power Inductors;;;3.3 µH;11.3 A;11.8;;0.01655;-55 to +180;image\small_inductors\34479.png;Datasheet\SGIHLP-41FA-8\SGIHLP-41FA-8.pdf;None
SGIHLP-41FA-8;Enlarge;Power Inductors;;;220 nH;36 A;32.0;;0.00193;-55 to +180;image\small_inductors\34479.png;Datasheet\SGIHLP-41FA-8\SGIHLP-41FA-8.pdf;None
SGIHLP-41FA-8;Enlarge;Power Inductors;;;15 µH;4.8 A;3.6;;0.06641;-55 to +180;image\small_inductors\34479.png;Datasheet\SGIHLP-41FA-8\SGIHLP-41FA-8.pdf;None
SGIHLP-41FA-8;Enlarge;Power Inductors;;;1 µH;19 A;16.2;;0.00497;-55 to +180;image\small_inductors\34479.png;Datasheet\SGIHLP-41FA-8\SGIHLP-41FA-8.pdf;None
SGIHLP-41FA-8;Enlarge;Power Inductors;;;4.7 µH;7.2 A;9.1;;0.02863;-55 to +180;image\small_inductors\34479.png;Datasheet\SGIHLP-41FA-8\SGIHLP-41FA-8.pdf;None
SGIHLP-41FA-8;Enlarge;Power Inductors;;;470 nH;27 A;19.0;;0.00262;-55 to +180;image\small_inductors\34479.png;Datasheet\SGIHLP-41FA-8\SGIHLP-41FA-8.pdf;None
SGIHLP-41FA-8;Enlarge;Power Inductors;;;22 µH;3.7 A;3.8;;0.11028;-55 to +180;image\small_inductors\34479.png;Datasheet\SGIHLP-41FA-8\SGIHLP-41FA-8.pdf;None
SGIHLP-48FA-8;Enlarge;Power Inductors;;;47 µH;3.1 A;4.1;;0.178;-55 to +180;image\small_inductors\34467.png;Datasheet\SGIHLP-48FA-8\SGIHLP-48FA-8.pdf;None
SGIHLP-48FA-8;Enlarge;Power Inductors;;;1.5 µH;22 A;17.9;;0.00462;-55 to +180;image\small_inductors\34467.png;Datasheet\SGIHLP-48FA-8\SGIHLP-48FA-8.pdf;None
SGIHLP-48FA-8;Enlarge;Power Inductors;;;5.6 µH;9.3 A;9.0;;0.0176;-55 to +180;image\small_inductors\34467.png;Datasheet\SGIHLP-48FA-8\SGIHLP-48FA-8.pdf;None
SGIHLP-48FA-8;Enlarge;Power Inductors;;;15 µH;5.1 A;7.7;;0.05029;-55 to +180;image\small_inductors\34467.png;Datasheet\SGIHLP-48FA-8\SGIHLP-48FA-8.pdf;None
SGIHLP-48FA-8;Enlarge;Power Inductors;;;68 µH;2.4 A;3.5;;0.252;-55 to +180;image\small_inductors\34467.png;Datasheet\SGIHLP-48FA-8\SGIHLP-48FA-8.pdf;None
SGIHLP-48FA-8;Enlarge;Power Inductors;;;2.2 µH;15 A;12;;0.00888;-55 to +180;image\small_inductors\34467.png;Datasheet\SGIHLP-48FA-8\SGIHLP-48FA-8.pdf;None
SGIHLP-48FA-8;Enlarge;Power Inductors;;;470 nH;30 A;28.5;;0.00177;-55 to +180;image\small_inductors\34467.png;Datasheet\SGIHLP-48FA-8\SGIHLP-48FA-8.pdf;None
SGIHLP-48FA-8;Enlarge;Power Inductors;;;22 µH;4.1 A;6.4;;0.07544;-55 to +180;image\small_inductors\34467.png;Datasheet\SGIHLP-48FA-8\SGIHLP-48FA-8.pdf;None
SGIHLP-48FA-8;Enlarge;Power Inductors;;;3.3 µH;11 A;12.0;;0.01193;-55 to +180;image\small_inductors\34467.png;Datasheet\SGIHLP-48FA-8\SGIHLP-48FA-8.pdf;None
SGIHLP-48FA-8;Enlarge;Power Inductors;;;6.8 µH;8 A;9.0;;0.02236;-55 to +180;image\small_inductors\34467.png;Datasheet\SGIHLP-48FA-8\SGIHLP-48FA-8.pdf;None
SGIHLP-48FA-8;Enlarge;Power Inductors;;;33 µH;3.7 A;4.2;;0.1177;-55 to +180;image\small_inductors\34467.png;Datasheet\SGIHLP-48FA-8\SGIHLP-48FA-8.pdf;None
SGIHLP-48FA-8;Enlarge;Power Inductors;;;1 µH;23.5 A;24.0;;0.00319;-55 to +180;image\small_inductors\34467.png;Datasheet\SGIHLP-48FA-8\SGIHLP-48FA-8.pdf;None
SGIHLP-48FA-8;Enlarge;Power Inductors;;;4.7 µH;9.8 A;9.2;;0.01532;-55 to +180;image\small_inductors\34467.png;Datasheet\SGIHLP-48FA-8\SGIHLP-48FA-8.pdf;None
SGIHLP-48FA-8;Enlarge;Power Inductors;;;10 µH;6.5 A;8.5;;0.03306;-55 to +180;image\small_inductors\34467.png;Datasheet\SGIHLP-48FA-8\SGIHLP-48FA-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;7.8 µH;13.5 A;8.5;;0.01368;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;1.5 µH;27.5 A;23.5;;0.00289;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;15 µH;8.7 A;6.8;;0.02588;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;4.7 µH;17.4 A;18.5;;0.00825;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;470 nH;43 A;42;;0.00147;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;8.2 µH;13.2 A;7.6;;0.01432;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;1.8 µH;26 A;22.5;;0.00326;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;22 µH;8.3 A;5.5;;0.03369;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;5.6 µH;15.7 A;14.2;;0.00943;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;1 µH;32 A;26;;0.00208;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;10 µH;10.9 A;7.2;;0.01796;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;2.2 µH;25.5 A;21.5;;0.00399;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;220 nH;53.6 A;68;;0.00112;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;6.8 µH;14.2 A;8.7;;0.01241;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;1.2 µH;29 A;24.5;;0.00244;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;12 µH;10.6 A;6.9;;0.02053;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;3.3 µH;20.2 A;16.7;;0.00576;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-60HE-8;Enlarge;Power Inductors;;;330 nH;49 A;44;;0.00123;-55 to +180;image\small_inductors\34466.png;Datasheet\SGIHLP-60HE-8\SGIHLP-60HE-8.pdf;None
SGIHLP-73HF-8;Enlarge;Power Inductors;;;1 µH;53 A;42.0;;0.00148;-55 to +180;image\small_inductors\34465.png;Datasheet\SGIHLP-73HF-8\SGIHLP-73HF-8.pdf;None
SGIHLP-73HF-8;Enlarge;Power Inductors;;;6.8 µH;21.8 A;22.5;;0.008;-55 to +180;image\small_inductors\34465.png;Datasheet\SGIHLP-73HF-8\SGIHLP-73HF-8.pdf;None
SGIHLP-73HF-8;Enlarge;Power Inductors;;;22 µH;11.7 A;11.0;;0.02227;-55 to +180;image\small_inductors\34465.png;Datasheet\SGIHLP-73HF-8\SGIHLP-73HF-8.pdf;None
SGIHLP-73HF-8;Enlarge;Power Inductors;;;2.2 µH;38.5 A;38.0;;0.00243;-55 to +180;image\small_inductors\34465.png;Datasheet\SGIHLP-73HF-8\SGIHLP-73HF-8.pdf;None
SGIHLP-73HF-8;Enlarge;Power Inductors;;;8.2 µH;17.5 A;14.5;;0.00923;-55 to +180;image\small_inductors\34465.png;Datasheet\SGIHLP-73HF-8\SGIHLP-73HF-8.pdf;None
SGIHLP-73HF-8;Enlarge;Power Inductors;;;33 µH;8.8 A;9.4;;0.0389;-55 to +180;image\small_inductors\34465.png;Datasheet\SGIHLP-73HF-8\SGIHLP-73HF-8.pdf;None
SGIHLP-73HF-8;Enlarge;Power Inductors;;;3.3 µH;32.2 A;32.0;;0.00327;-55 to +180;image\small_inductors\34465.png;Datasheet\SGIHLP-73HF-8\SGIHLP-73HF-8.pdf;None
SGIHLP-73HF-8;Enlarge;Power Inductors;;;10 µH;16 A;13.0;;0.01091;-55 to +180;image\small_inductors\34465.png;Datasheet\SGIHLP-73HF-8\SGIHLP-73HF-8.pdf;None
SGIHLP-73HF-8;Enlarge;Power Inductors;;;470 nH;65 A;76.0;;0.00097;-55 to +180;image\small_inductors\34465.png;Datasheet\SGIHLP-73HF-8\SGIHLP-73HF-8.pdf;None
